Epoch,Step,Precision,Recall,,Precision_AVERAGE,,,Recall_AVERAGE
407,300,0.5316,0.42,,,,,
407,600,0.4722,0.51,,,,,
408,300,0.4935,0.38,,,,,
408,600,0.5474,0.52,,,,,
409,300,0.5098,0.52,,,,,
409,600,0.4948,0.48,,,,,
410,300,0.5915,0.42,,,,,
410,600,0.3846,0.35,,,,,
411,300,0.4875,0.39,,,,,
411,600,0.5644,0.57,,,,,
412,300,0.4,0.32,,,,,
412,600,0.4505,0.5,,,,,
413,300,0.4828,0.42,,,,,
413,600,0.4819,0.4,,,,,
414,300,0.5155,0.5,,,,,
414,600,0.5045,0.56,,,,,
415,300,0.4247,0.31,,,,,
415,600,0.5506,0.49,,,,,
416,300,0.5263,0.5,,,,,
416,600,0.4875,0.39,,,,,
417,300,0.5,0.43,,,,,
417,600,0.4588,0.39,,,,,
418,300,0.4878,0.4,,,,,
418,600,0.4545,0.35,,,,,
419,300,0.3896,0.3,,,,,
419,600,0.4364,0.48,,,,,
420,300,0.4333,0.39,,,,,
420,600,0.4257,0.43,,,,,
421,300,0.4935,0.38,,,,,
421,600,0.4242,0.28,,,,,
422,300,0.5542,0.46,,,,,
422,600,0.46,0.46,,,,,
423,300,0.4516,0.42,,,,,
423,600,0.5326,0.49,,,,,
424,300,0.4247,0.31,,,,,
424,600,0.5595,0.47,,,,,
425,300,0.4691,0.38,,,,,
425,600,0.4742,0.46,,,,,
426,300,0.4911,0.55,,,,,
426,600,0.4537,0.49,,,,,
427,300,0.4362,0.41,,,,,
427,600,0.4474,0.34,,,,,
428,300,0.5,0.4,,,,,
428,600,0.5227,0.46,,,,,
429,300,0.4659,0.41,,,,,
429,600,0.4844,0.31,,,,,
430,300,0.4886,0.43,,,,,
430,600,0.4884,0.42,,,,,
431,300,0.5319,0.5,,,,,
431,600,0.5275,0.48,,,,,
432,300,0.4384,0.32,,,,,
432,600,0.5238,0.44,,,,,
433,300,0.4757,0.49,,,,,
433,600,0.4608,0.47,,,,,
434,300,0.5,0.43,,,,,
434,600,0.537,0.58,,,,,
435,300,0.5125,0.41,,,,,
435,600,0.4096,0.34,,,,,
436,300,0.5422,0.45,,,,,
436,600,0.4706,0.48,,,,,
437,300,0.4815,0.52,,,,,
437,600,0.4651,0.4,,,,,
438,300,0.4353,0.37,,,,,
438,600,0.4651,0.4,,,,,
439,300,0.5745,0.54,,,,,
439,600,0.4239,0.39,,,,,
440,300,0.4933,0.37,,,,,
440,600,0.4167,0.35,,,,,
441,300,0.4778,0.43,,,,,
441,600,0.4062,0.39,,,,,
442,300,0.4932,0.36,,,,,
442,600,0.4157,0.37,,,,,
443,300,0.4512,0.37,,,,,
443,600,0.4831,0.43,,,,,
444,300,0.5155,0.5,,,,,
444,600,0.4898,0.48,,,,,
445,300,0.4615,0.48,,,,,
445,600,0.451,0.46,,,,,
446,300,0.4138,0.36,,,,,
446,600,0.4579,0.49,,,,,
447,300,0.6081,0.45,,,,,
447,600,0.4023,0.35,,,,,
448,300,0.5897,0.46,,,,,
448,600,0.5158,0.49,,,,,
449,300,0.4935,0.38,,,,,
449,600,0.5143,0.36,,,,,
450,300,0.5417,0.39,,,,,
450,600,0.5412,0.46,,,,,
451,300,0.5116,0.44,,,,,
451,600,0.4271,0.41,,,,,
452,300,0.4634,0.38,,,,,
452,600,0.5211,0.37,,,,,
453,300,0.5294,0.54,,,,,
453,600,0.5056,0.45,,,,,
454,300,0.4409,0.41,,,,,
454,600,0.495,0.5,,,,,
455,300,0.5,0.42,,,,,
455,600,0.4944,0.44,,,,,
456,300,0.5795,0.51,,,,,
456,600,0.4176,0.38,,,,,
457,300,0.4896,0.47,,,,,
457,600,0.5333,0.48,,,,,
458,300,0.4362,0.41,,,,,
458,600,0.4302,0.37,,,,,
459,300,0.3371,0.3,,,,,
459,600,0.4756,0.39,,,,,
460,300,0.5213,0.49,,,,,
460,600,0.4651,0.4,,,,,
461,300,0.5294,0.45,,,,,
461,600,0.5238,0.44,,,,,
462,300,0.5253,0.52,,,,,
462,600,0.4533,0.34,,,,,
463,300,0.5349,0.46,,,,,
463,600,0.4505,0.41,,,,,
464,300,0.5106,0.48,,,,,
464,600,0.5094,0.54,,,,,
465,300,0.4949,0.49,,,,,
465,600,0.433,0.42,,,,,
466,300,0.5063,0.4,,,,,
466,600,0.2973,0.22,,,,,
467,300,0.4691,0.38,,,,,
467,600,0.5714,0.4,,,,,
468,300,0.549,0.56,,,,,
468,600,0.4045,0.36,,,,,
469,300,0.4839,0.45,,,,,
469,600,0.5326,0.49,,,,,
470,300,0.5176,0.44,,,,,
470,600,0.4333,0.39,,,,,
471,300,0.4675,0.36,,,,,
471,600,0.5125,0.41,,,,,
472,300,0.5057,0.44,,,,,
472,600,0.5229,0.57,,,,,
473,300,0.4,0.36,,,,,
473,600,0.4632,0.44,,,,,
474,300,0.4762,0.4,,,,,
474,600,0.4824,0.41,,,,,
475,300,0.4578,0.38,,,,,
475,600,0.5052,0.49,,,,,
476,300,0.4667,0.42,,,,,
476,600,0.4416,0.34,,,,,
477,300,0.5057,0.44,,,,,
477,600,0.4167,0.3,,,,,
478,300,0.4583,0.33,,,,,
478,600,0.4946,0.46,,,,,
479,300,0.4468,0.42,,,,,
479,600,0.4205,0.37,,,,,
480,300,0.4598,0.4,,,,,
480,600,0.4512,0.37,,,,,
481,300,0.5294,0.36,,,,,
481,600,0.5632,0.49,,,,,
482,300,0.4516,0.42,,,,,
482,600,0.3514,0.26,,,,,
483,300,0.3889,0.35,,,,,
483,600,0.4545,0.45,,,,,
484,300,0.4824,0.41,,,,,
484,600,0.5,0.45,,,,,
485,300,0.4831,0.43,,,,,
485,600,0.3896,0.3,,,,,
486,300,0.5051,0.5,,,,,
486,600,0.4795,0.35,,,,,
487,300,0.4896,0.47,,,,,
487,600,0.5158,0.49,,,,,
488,300,0.4583,0.44,,,,,
488,600,0.4752,0.48,,,,,
489,300,0.4474,0.34,,,,,
489,600,0.5333,0.48,,,,,
490,300,0.55,0.44,,,,,
490,600,0.5333,0.32,,,,,
491,300,0.5342,0.39,,,,,
491,600,0.4217,0.35,,,,,
492,300,0.5222,0.47,,,,,
492,600,0.4667,0.35,,,,,
493,300,0.4634,0.38,,,,,
493,600,0.4578,0.38,,,,,
494,300,0.5408,0.53,,,,,
494,600,0.5357,0.45,,,,,
495,300,0.5119,0.43,,,,,
495,600,0.5556,0.45,,,,,
496,300,0.4684,0.37,,,,,
496,600,0.4419,0.38,,,,,
497,300,0.5104,0.49,,,,,
497,600,0.4167,0.35,,,,,
498,300,0.4545,0.45,,,,,
498,600,0.4337,0.36,,,,,
499,300,0.4526,0.43,,,,,
499,600,0.5333,0.56,,,,,
500,300,0.4455,0.45,,,,,
500,600,0.5,0.45,,,,,
