Epoch,Step,Precision,Recall,,Precision_AVERAGE,,,Recall_AVERAGE
180,300,0.585365867,0.479999989,,,,,
180,600,0.510416656,0.49000001,,,,,
181,300,0.776595767,0.730000019,,,,,
181,600,0.620000005,0.620000005,,,,,
182,300,0.576923088,0.600000024,,,,,
182,600,0.722891558,0.600000024,,,,,
183,300,0.537190072,0.649999976,,,,,
183,600,0.572727256,0.629999995,,,,,
184,300,0.670212763,0.629999995,,,,,
184,600,0.567010305,0.550000012,,,,,
185,300,0.6153846,0.560000002,,,,,
185,600,0.698795175,0.579999983,,,,,
186,300,0.683673473,0.670000017,,,,,
186,600,0.602150536,0.560000002,,,,,
187,300,0.655913989,0.610000014,,,,,
187,600,0.696969688,0.689999998,,,,,
188,300,0.747368408,0.709999979,,,,,
188,600,0.764705886,0.649999976,,,,,
189,300,0.749999983,0.660000026,,,,,
189,600,0.630630612,0.699999988,,,,,
190,300,0.685393286,0.610000014,,,,,
190,600,0.772727278,0.850000024,,,,,
191,300,0.666666653,0.479999989,,,,,
191,600,0.63440861,0.589999974,,,,,
192,300,0.738636341,0.649999976,,,,,
192,600,0.715596321,0.779999971,,,,,
193,300,0.669811299,0.709999979,,,,,
193,600,0.707070688,0.699999988,,,,,
194,300,0.670000017,0.670000017,,,,,
194,600,0.651685385,0.579999983,,,,,
195,300,0.670454519,0.589999974,,,,,
195,600,0.615384601,0.479999989,,,,,
196,300,0.617283949,0.5,,,,,
196,600,0.666666686,0.680000007,,,,,
197,300,0.736842118,0.560000002,,,,,
197,600,0.604938282,0.49000001,,,,,
198,300,0.624999991,0.5,,,,,
198,600,0.648351643,0.589999974,,,,,
199,300,0.730769248,0.75999999,,,,,
199,600,0.784313706,0.800000012,,,,,
200,300,0.646464626,0.639999986,,,,,
200,600,0.700000013,0.629999995,,,,,
201,300,0.684782591,0.629999995,,,,,
201,600,0.739726037,0.540000021,,,,,
202,300,0.640776705,0.660000026,,,,,
202,600,0.703703693,0.569999993,,,,,
203,300,0.457943924,0.49000001,,,,,
203,600,0.574468109,0.540000021,,,,,
204,300,0.693693705,0.769999981,,,,,
204,600,0.688679262,0.730000019,,,,,
205,300,0.617647066,0.629999995,,,,,
205,600,0.777777751,0.769999981,,,,,
206,300,0.578313231,0.479999989,,,,,
206,600,0.697674435,0.600000024,,,,,
207,300,0.590361469,0.49000001,,,,,
207,600,0.772727285,0.680000007,,,,,
208,300,0.660194162,0.680000007,,,,,
208,600,0.673913036,0.620000005,,,,,
209,300,0.700934584,0.75,,,,,
209,600,0.700000013,0.629999995,,,,,
210,300,0.717171732,0.709999979,,,,,
210,600,0.649350665,0.5,,,,,
211,300,0.617283949,0.5,,,,,
211,600,0.684782591,0.629999995,,,,,
212,300,0.689999998,0.689999998,,,,,
212,600,0.605769214,0.629999995,,,,,
213,300,0.632911375,0.5,,,,,
213,600,0.725274733,0.660000026,,,,,
214,300,0.749999984,0.689999998,,,,,
214,600,0.723809507,0.75999999,,,,,
215,300,0.711340226,0.689999998,,,,,
215,600,0.522058814,0.709999979,,,,,
216,300,0.677083324,0.649999976,,,,,
216,600,0.663461522,0.689999998,,,,,
217,300,0.764150944,0.810000002,,,,,
217,600,0.700934584,0.75,,,,,
218,300,0.813559299,0.479999989,,,,,
218,600,0.738738723,0.819999993,,,,,
219,300,0.602272698,0.529999971,,,,,
219,600,0.670000017,0.670000017,,,,,
220,300,0.723404265,0.680000007,,,,,
220,600,0.660377346,0.699999988,,,,,
221,300,0.609374991,0.389999986,,,,,
221,600,0.768518515,0.829999983,,,,,
222,300,0.688172022,0.639999986,,,,,
222,600,0.666666667,0.720000029,,,,,
223,300,0.558558556,0.620000005,,,,,
223,600,0.583333349,0.560000002,,,,,
224,300,0.752380964,0.790000021,,,,,
224,600,0.56578949,0.430000007,,,,,
225,300,0.629999995,0.629999995,,,,,
225,600,0.612903213,0.569999993,,,,,
226,300,0.688073411,0.75,,,,,
226,600,0.603960416,0.610000014,,,,,
227,300,0.741176444,0.629999995,,,,,
227,600,0.71739132,0.660000026,,,,,
228,300,0.657894745,0.75,,,,,
228,600,0.692307712,0.629999995,,,,,
229,300,0.670454519,0.589999974,,,,,
229,600,0.606060624,0.600000024,,,,,
230,300,0.5,0.439999998,,,,,
230,600,0.592592589,0.639999986,,,,,
231,300,0.590909088,0.649999976,,,,,
231,600,0.702127689,0.660000026,,,,,
232,300,0.619565198,0.569999993,,,,,
232,600,0.6,0.540000021,,,,,
233,300,0.601449265,0.829999983,,,,,
233,600,0.633663358,0.639999986,,,,,
234,300,0.692307712,0.629999995,,,,,
234,600,0.715517248,0.829999983,,,,,
235,300,0.741071411,0.829999983,,,,,
235,600,0.592592599,0.479999989,,,,,
236,300,0.61224491,0.600000024,,,,,
236,600,0.746987973,0.620000005,,,,,
237,300,0.691489338,0.649999976,,,,,
